HYD,IRR,ENV,RCP,MODEL
20.71,258.81,1809.10,26.00,2.00
20.73,256.25,1807.57,26.00,2.00
20.75,253.88,1806.15,26.00,2.00
20.78,251.70,1804.84,26.00,2.00
20.79,249.71,1803.66,26.00,2.00
20.81,247.87,1802.57,26.00,2.00
20.83,246.17,1801.57,26.00,2.00
20.84,244.63,1800.66,26.00,2.00
20.86,243.23,1799.85,26.00,2.00
20.87,242.01,1799.14,26.00,2.00
20.88,241.09,1798.62,26.00,2.00
20.88,240.50,1798.31,26.00,2.00
20.88,240.23,1798.20,26.00,2.00
20.88,240.29,1798.30,26.00,2.00
20.88,240.63,1798.57,26.00,2.00
20.87,240.89,1798.80,26.00,2.00
20.87,241.04,1798.93,26.00,2.00
20.87,241.05,1798.98,26.00,2.00
20.87,240.95,1798.95,26.00,2.00
20.87,240.69,1798.81,26.00,2.00
20.88,240.10,1798.47,26.00,2.00
20.89,239.14,1797.92,26.00,2.00
20.90,237.82,1797.15,26.00,2.00
20.92,236.13,1796.15,26.00,2.00
20.94,234.13,1794.98,26.00,2.00
20.95,232.15,1793.81,26.00,2.00
20.97,230.25,1792.68,26.00,2.00
20.99,228.41,1791.58,26.00,2.00
21.01,226.66,1790.53,26.00,2.00
21.02,224.97,1789.51,26.00,2.00
21.04,223.36,1788.54,26.00,2.00
21.05,221.82,1787.60,26.00,2.00
22.09,110.27,1723.02,26.00,2.00
22.05,116.76,1725.16,26.00,2.00
22.01,122.72,1727.40,26.00,2.00
21.97,128.17,1729.74,26.00,2.00
21.92,133.11,1732.17,26.00,2.00
21.88,137.55,1734.71,26.00,2.00
21.84,141.50,1737.33,26.00,2.00
21.80,145.18,1740.11,26.00,2.00
21.75,149.72,1743.34,26.00,2.00
21.69,155.32,1747.07,26.00,2.00
21.63,161.98,1751.29,26.00,2.00
21.55,169.70,1756.02,26.00,2.00
21.47,178.32,1761.20,26.00,2.00
21.39,186.90,1766.43,26.00,2.00
21.31,195.28,1771.65,26.00,2.00
21.23,203.45,1776.85,26.00,2.00
21.15,211.43,1782.02,26.00,2.00
21.07,219.24,1787.17,26.00,2.00
20.99,227.12,1792.47,26.00,2.00
20.90,235.09,1797.93,26.00,2.00
20.82,243.16,1803.54,26.00,2.00
20.73,251.35,1809.33,26.00,2.00
20.63,259.69,1815.27,26.00,2.00
20.54,268.40,1821.18,26.00,2.00
20.45,277.50,1827.04,26.00,2.00
21.02,112.39,1863.71,45.00,2.00
20.98,119.00,1865.68,45.00,2.00
20.94,125.09,1867.72,45.00,2.00
20.90,130.65,1869.84,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.23,1874.34,45.00,2.00
20.77,144.28,1876.70,45.00,2.00
20.73,148.05,1879.20,45.00,2.00
20.68,152.71,1882.08,45.00,2.00
20.62,158.45,1885.40,45.00,2.00
20.56,165.28,1889.16,45.00,2.00
20.48,173.20,1893.36,45.00,2.00
20.40,182.04,1897.95,45.00,2.00
20.32,190.84,1902.57,45.00,2.00
20.24,199.45,1907.19,45.00,2.00
20.16,207.85,1911.81,45.00,2.00
20.08,216.05,1916.43,45.00,2.00
20.00,224.10,1921.06,45.00,2.00
19.92,232.23,1925.83,45.00,2.00
19.84,240.49,1930.78,45.00,2.00
19.75,248.88,1936.04,45.00,2.00
19.67,257.42,1941.55,45.00,2.00
19.58,266.13,1947.26,45.00,2.00
19.49,275.10,1953.02,45.00,2.00
19.40,284.32,1958.63,45.00,2.00
19.31,293.78,1964.06,45.00,2.00
19.22,303.47,1969.34,45.00,2.00
19.14,313.27,1974.46,45.00,2.00
19.06,322.50,1979.23,45.00,2.00
18.98,331.05,1983.63,45.00,2.00
18.91,338.91,1987.67,45.00,2.00
18.85,346.07,1991.36,45.00,2.00
18.79,352.62,1994.72,45.00,2.00
18.74,358.91,1997.95,45.00,2.00
18.68,365.01,2001.10,45.00,2.00
18.63,370.93,2004.17,45.00,2.00
18.58,376.66,2007.15,45.00,2.00
18.53,382.21,2010.06,45.00,2.00
18.49,387.58,2012.86,45.00,2.00
18.44,392.78,2015.56,45.00,2.00
18.39,397.82,2018.16,45.00,2.00
18.35,402.67,2020.66,45.00,2.00
18.31,407.10,2022.89,45.00,2.00
18.29,409.48,2023.95,45.00,2.00
18.30,409.56,2023.69,45.00,2.00
18.32,407.34,2022.11,45.00,2.00
18.37,402.82,2019.20,45.00,2.00
18.43,396.33,2015.16,45.00,2.00
18.50,389.82,2011.14,45.00,2.00
18.56,383.61,2007.34,45.00,2.00
18.61,377.70,2003.78,45.00,2.00
18.67,372.08,2000.43,45.00,2.00
18.72,366.73,1997.28,45.00,2.00
18.77,361.46,1994.19,45.00,2.00
18.82,356.24,1991.14,45.00,2.00
18.87,351.08,1988.13,45.00,2.00
18.92,345.98,1985.18,45.00,2.00
18.96,340.95,1982.29,45.00,2.00
19.01,336.11,1979.53,45.00,2.00
19.05,331.49,1976.90,45.00,2.00
19.10,327.09,1974.40,45.00,2.00
19.14,322.90,1972.02,45.00,2.00
19.17,318.93,1969.78,45.00,2.00
19.21,315.17,1967.66,45.00,2.00
19.24,311.64,1965.68,45.00,2.00
19.27,308.32,1963.82,45.00,2.00
19.30,305.22,1962.10,45.00,2.00
19.33,302.33,1960.49,45.00,2.00
19.35,299.59,1958.97,45.00,2.00
19.38,296.99,1957.54,45.00,2.00
19.40,294.53,1956.18,45.00,2.00
19.42,292.21,1954.91,45.00,2.00
19.44,289.95,1953.68,45.00,2.00
19.46,287.33,1952.27,45.00,2.00
19.49,284.28,1950.65,45.00,2.00
19.52,280.80,1948.80,45.00,2.00
19.55,276.88,1946.75,45.00,2.00
19.59,272.62,1944.55,45.00,2.00
19.62,268.61,1942.51,45.00,2.00
19.65,264.94,1940.65,45.00,2.00
19.68,261.62,1938.97,45.00,2.00
19.71,258.63,1937.46,45.00,2.00
19.73,255.96,1936.12,45.00,2.00
19.75,253.44,1934.85,45.00,2.00
19.77,251.03,1933.65,45.00,2.00
19.79,248.73,1932.52,45.00,2.00
19.81,246.55,1931.45,45.00,2.00
19.83,244.49,1930.45,45.00,2.00
19.84,242.64,1929.58,45.00,2.00
19.86,241.01,1928.83,45.00,2.00
19.87,239.58,1928.20,45.00,2.00
19.88,238.38,1927.69,45.00,2.00
19.88,237.39,1927.30,45.00,2.00
19.89,236.61,1927.03,45.00,2.00
19.89,236.05,1926.87,45.00,2.00
21.02,112.34,1863.70,45.00,2.00
20.98,118.93,1865.65,45.00,2.00
20.94,125.01,1867.70,45.00,2.00
20.90,130.60,1869.83,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.31,1874.36,45.00,2.00
20.77,144.46,1876.76,45.00,2.00
20.73,148.36,1879.29,45.00,2.00
20.68,153.19,1882.22,45.00,2.00
20.62,159.15,1885.60,45.00,2.00
20.55,166.23,1889.44,45.00,2.00
20.48,174.44,1893.73,45.00,2.00
20.39,183.61,1898.42,45.00,2.00
20.31,192.71,1903.13,45.00,2.00
20.23,201.59,1907.83,45.00,2.00
20.15,210.25,1912.51,45.00,2.00
20.06,218.67,1917.18,45.00,2.00
19.99,226.92,1921.85,45.00,2.00
19.90,235.29,1926.66,45.00,2.00
19.82,243.82,1931.68,45.00,2.00
19.73,252.52,1937.02,45.00,2.00
19.64,261.40,1942.59,45.00,2.00
19.55,270.49,1948.39,45.00,2.00
19.46,279.87,1954.21,45.00,2.00
19.37,289.56,1959.90,45.00,2.00
19.28,299.53,1965.41,45.00,2.00
19.19,309.78,1970.80,45.00,2.00
19.10,320.19,1976.04,45.00,2.00
19.01,330.10,1980.97,45.00,2.00
18.93,339.41,1985.61,45.00,2.00
18.86,348.11,1989.94,45.00,2.00
18.79,356.21,1993.95,45.00,2.00
18.72,363.75,1997.66,45.00,2.00
18.66,371.12,2001.29,45.00,2.00
18.60,378.37,2004.87,45.00,2.00
18.54,385.51,2008.41,45.00,2.00
18.47,392.54,2011.90,45.00,2.00
18.41,399.45,2015.34,45.00,2.00
18.35,406.29,2018.74,45.00,2.00
18.30,413.07,2022.07,45.00,2.00
18.24,419.77,2025.33,45.00,2.00
18.18,426.40,2028.55,45.00,2.00
18.13,432.67,2031.55,45.00,2.00
18.09,436.92,2033.38,45.00,2.00
18.08,438.84,2033.91,45.00,2.00
18.09,438.45,2033.15,45.00,2.00
18.12,435.75,2031.06,45.00,2.00
18.17,431.08,2027.87,45.00,2.00
18.22,426.46,2024.73,45.00,2.00
18.26,422.25,2021.87,45.00,2.00
18.30,418.43,2019.28,45.00,2.00
18.34,414.99,2016.95,45.00,2.00
18.37,411.93,2014.88,45.00,2.00
18.40,409.06,2012.92,45.00,2.00
18.43,406.39,2011.05,45.00,2.00
18.46,403.88,2009.28,45.00,2.00
18.48,401.57,2007.60,45.00,2.00
18.51,399.43,2006.02,45.00,2.00
18.53,397.49,2004.53,45.00,2.00
18.55,395.75,2003.16,45.00,2.00
18.57,394.21,2001.90,45.00,2.00
18.59,392.87,2000.74,45.00,2.00
18.60,391.73,1999.71,45.00,2.00
18.61,390.83,1998.79,45.00,2.00
18.62,390.16,1998.02,45.00,2.00
18.63,389.73,1997.38,45.00,2.00
18.64,389.53,1996.87,45.00,2.00
18.64,389.56,1996.50,45.00,2.00
18.64,389.76,1996.23,45.00,2.00
18.64,390.13,1996.05,45.00,2.00
18.64,390.66,1995.97,45.00,2.00
18.64,391.36,1995.98,45.00,2.00
18.64,392.15,1996.05,45.00,2.00
18.64,392.54,1995.93,45.00,2.00
18.64,392.47,1995.59,45.00,2.00
18.65,391.92,1995.02,45.00,2.00
18.66,390.90,1994.23,45.00,2.00
18.68,389.52,1993.26,45.00,2.00
18.69,388.37,1992.43,45.00,2.00
18.70,387.57,1991.77,45.00,2.00
18.71,387.11,1991.29,45.00,2.00
18.71,386.98,1990.98,45.00,2.00
18.71,387.17,1990.84,45.00,2.00
18.71,387.45,1990.75,45.00,2.00
18.71,387.80,1990.69,45.00,2.00
18.71,388.21,1990.67,45.00,2.00
18.71,388.68,1990.69,45.00,2.00
18.70,389.22,1990.74,45.00,2.00
18.70,389.77,1990.81,45.00,2.00
18.70,390.33,1990.88,45.00,2.00
18.69,390.89,1990.97,45.00,2.00
18.69,391.47,1991.07,45.00,2.00
18.69,392.05,1991.18,45.00,2.00
18.68,392.64,1991.31,45.00,2.00
18.68,393.23,1991.44,45.00,2.00
21.02,112.39,1863.71,45.00,2.00
20.98,119.00,1865.68,45.00,2.00
20.94,125.09,1867.72,45.00,2.00
20.90,130.65,1869.84,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.23,1874.34,45.00,2.00
20.77,144.28,1876.70,45.00,2.00
20.73,148.05,1879.20,45.00,2.00
20.68,152.71,1882.08,45.00,2.00
20.62,158.45,1885.40,45.00,2.00
20.56,165.28,1889.16,45.00,2.00
20.48,173.20,1893.36,45.00,2.00
20.40,182.04,1897.94,45.00,2.00
20.32,190.84,1902.57,45.00,2.00
20.24,199.43,1907.18,45.00,2.00
20.16,207.82,1911.80,45.00,2.00
20.08,216.01,1916.41,45.00,2.00
20.00,224.05,1921.03,45.00,2.00
19.92,232.16,1925.79,45.00,2.00
19.84,240.41,1930.74,45.00,2.00
19.75,248.79,1935.99,45.00,2.00
19.67,257.31,1941.49,45.00,2.00
19.58,266.00,1947.18,45.00,2.00
19.49,274.95,1952.93,45.00,2.00
19.40,284.15,1958.53,45.00,2.00
19.31,293.60,1963.95,45.00,2.00
19.22,303.27,1969.22,45.00,2.00
19.14,313.05,1974.33,45.00,2.00
19.06,322.26,1979.09,45.00,2.00
18.98,330.78,1983.47,45.00,2.00
18.91,338.62,1987.51,45.00,2.00
18.85,345.76,1991.18,45.00,2.00
18.80,352.28,1994.52,45.00,2.00
18.74,358.55,1997.74,45.00,2.00
18.69,364.64,2000.88,45.00,2.00
18.64,370.54,2003.94,45.00,2.00
18.59,376.27,2006.92,45.00,2.00
18.54,381.80,2009.82,45.00,2.00
18.49,387.17,2012.62,45.00,2.00
18.44,392.35,2015.31,45.00,2.00
18.40,397.35,2017.89,45.00,2.00
18.36,402.18,2020.37,45.00,2.00
18.32,406.56,2022.58,45.00,2.00
18.30,408.91,2023.62,45.00,2.00
18.30,408.95,2023.34,45.00,2.00
18.33,406.70,2021.75,45.00,2.00
18.37,402.14,2018.82,45.00,2.00
18.44,395.62,2014.76,45.00,2.00
18.50,389.05,2010.71,45.00,2.00
18.56,382.75,2006.87,45.00,2.00
18.62,376.72,2003.24,45.00,2.00
18.68,370.95,1999.81,45.00,2.00
18.73,365.42,1996.57,45.00,2.00
18.78,360.00,1993.41,45.00,2.00
18.83,354.67,1990.30,45.00,2.00
18.88,349.42,1987.25,45.00,2.00
18.93,344.26,1984.28,45.00,2.00
18.98,339.20,1981.39,45.00,2.00
19.03,334.34,1978.62,45.00,2.00
19.07,329.69,1975.98,45.00,2.00
19.11,325.24,1973.47,45.00,2.00
19.15,321.01,1971.08,45.00,2.00
19.19,316.98,1968.81,45.00,2.00
19.23,313.19,1966.68,45.00,2.00
19.26,309.63,1964.68,45.00,2.00
19.29,306.30,1962.82,45.00,2.00
19.32,303.20,1961.10,45.00,2.00
19.34,300.32,1959.51,45.00,2.00
19.37,297.60,1958.00,45.00,2.00
19.39,295.01,1956.57,45.00,2.00
19.41,292.56,1955.22,45.00,2.00
19.43,290.24,1953.96,45.00,2.00
19.45,288.00,1952.74,45.00,2.00
19.48,285.40,1951.34,45.00,2.00
19.50,282.38,1949.74,45.00,2.00
19.53,278.93,1947.92,45.00,2.00
19.57,275.07,1945.91,45.00,2.00
19.60,270.87,1943.76,45.00,2.00
19.64,266.92,1941.75,45.00,2.00
19.67,263.31,1939.92,45.00,2.00
19.69,260.03,1938.27,45.00,2.00
19.72,257.09,1936.78,45.00,2.00
19.74,254.45,1935.46,45.00,2.00
19.76,251.96,1934.21,45.00,2.00
19.78,249.59,1933.03,45.00,2.00
19.80,247.34,1931.92,45.00,2.00
19.82,245.20,1930.88,45.00,2.00
19.84,243.20,1929.92,45.00,2.00
19.85,241.42,1929.08,45.00,2.00
19.86,239.89,1928.39,45.00,2.00
19.88,238.60,1927.82,45.00,2.00
19.88,237.56,1927.38,45.00,2.00
19.89,236.75,1927.09,45.00,2.00
19.89,236.19,1926.91,45.00,2.00
19.89,235.87,1926.87,45.00,2.00
21.02,112.34,1863.70,45.00,2.00
20.98,118.92,1865.65,45.00,2.00
20.94,125.01,1867.70,45.00,2.00
20.90,130.60,1869.83,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.31,1874.36,45.00,2.00
20.77,144.46,1876.76,45.00,2.00
20.73,148.37,1879.29,45.00,2.00
20.68,153.20,1882.22,45.00,2.00
20.62,159.15,1885.60,45.00,2.00
20.55,166.23,1889.44,45.00,2.00
20.48,174.44,1893.72,45.00,2.00
20.39,183.60,1898.41,45.00,2.00
20.31,192.70,1903.13,45.00,2.00
20.23,201.57,1907.82,45.00,2.00
20.15,210.21,1912.49,45.00,2.00
20.07,218.62,1917.16,45.00,2.00
19.99,226.85,1921.82,45.00,2.00
19.90,235.20,1926.62,45.00,2.00
19.82,243.71,1931.63,45.00,2.00
19.73,252.39,1936.95,45.00,2.00
19.64,261.25,1942.50,45.00,2.00
19.55,270.31,1948.28,45.00,2.00
19.46,279.67,1954.09,45.00,2.00
19.37,289.33,1959.76,45.00,2.00
19.28,299.28,1965.27,45.00,2.00
19.19,309.51,1970.64,45.00,2.00
19.10,319.90,1975.87,45.00,2.00
19.01,329.80,1980.80,45.00,2.00
18.93,339.09,1985.41,45.00,2.00
18.86,347.77,1989.73,45.00,2.00
18.79,355.84,1993.73,45.00,2.00
18.73,363.37,1997.43,45.00,2.00
18.66,370.72,2001.05,45.00,2.00
18.60,377.96,2004.63,45.00,2.00
18.54,385.10,2008.17,45.00,2.00
18.48,392.13,2011.66,45.00,2.00
18.42,399.05,2015.12,45.00,2.00
18.36,405.89,2018.51,45.00,2.00
18.30,412.66,2021.84,45.00,2.00
18.24,419.34,2025.10,45.00,2.00
18.18,425.96,2028.31,45.00,2.00
18.13,432.21,2031.29,45.00,2.00
18.09,436.43,2033.12,45.00,2.00
18.08,438.34,2033.65,45.00,2.00
18.09,437.93,2032.87,45.00,2.00
18.12,435.22,2030.79,45.00,2.00
18.17,430.54,2027.59,45.00,2.00
18.22,425.90,2024.44,45.00,2.00
18.27,421.62,2021.55,45.00,2.00
18.31,417.70,2018.91,45.00,2.00
18.35,414.15,2016.53,45.00,2.00
18.38,410.94,2014.38,45.00,2.00
18.41,407.95,2012.36,45.00,2.00
18.44,405.18,2010.46,45.00,2.00
18.47,402.63,2008.65,45.00,2.00
18.50,400.28,2006.96,45.00,2.00
18.52,398.14,2005.38,45.00,2.00
18.54,396.20,2003.90,45.00,2.00
18.56,394.46,2002.54,45.00,2.00
18.58,392.91,2001.27,45.00,2.00
18.60,391.56,2000.12,45.00,2.00
18.61,390.41,1999.07,45.00,2.00
18.63,389.49,1998.16,45.00,2.00
18.64,388.82,1997.38,45.00,2.00
18.64,388.38,1996.74,45.00,2.00
18.65,388.18,1996.24,45.00,2.00
18.65,388.21,1995.87,45.00,2.00
18.66,388.42,1995.60,45.00,2.00
18.66,388.80,1995.43,45.00,2.00
18.65,389.36,1995.36,45.00,2.00
18.65,390.08,1995.39,45.00,2.00
18.65,390.90,1995.47,45.00,2.00
18.65,391.33,1995.37,45.00,2.00
18.65,391.28,1995.05,45.00,2.00
18.66,390.77,1994.51,45.00,2.00
18.67,389.79,1993.73,45.00,2.00
18.68,388.44,1992.79,45.00,2.00
18.70,387.33,1991.97,45.00,2.00
18.71,386.56,1991.33,45.00,2.00
18.71,386.13,1990.86,45.00,2.00
18.72,386.05,1990.58,45.00,2.00
18.72,386.27,1990.45,45.00,2.00
18.72,386.59,1990.37,45.00,2.00
18.72,386.97,1990.33,45.00,2.00
18.71,387.41,1990.33,45.00,2.00
18.71,387.92,1990.36,45.00,2.00
18.71,388.48,1990.42,45.00,2.00
18.71,389.06,1990.51,45.00,2.00
18.70,389.66,1990.60,45.00,2.00
18.70,390.28,1990.72,45.00,2.00
18.70,390.91,1990.84,45.00,2.00
18.69,391.55,1990.98,45.00,2.00
18.69,392.22,1991.14,45.00,2.00
18.68,392.89,1991.31,45.00,2.00
21.02,112.39,1863.71,45.00,2.00
20.98,119.00,1865.68,45.00,2.00
20.94,125.09,1867.72,45.00,2.00
20.90,130.65,1869.84,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.23,1874.34,45.00,2.00
20.77,144.28,1876.70,45.00,2.00
20.73,148.05,1879.20,45.00,2.00
20.68,152.71,1882.08,45.00,2.00
20.62,158.45,1885.40,45.00,2.00
20.56,165.28,1889.16,45.00,2.00
20.48,173.19,1893.36,45.00,2.00
20.40,182.03,1897.94,45.00,2.00
20.32,190.82,1902.56,45.00,2.00
20.24,199.41,1907.17,45.00,2.00
20.16,207.79,1911.78,45.00,2.00
20.08,215.97,1916.38,45.00,2.00
20.00,223.98,1920.99,45.00,2.00
19.92,232.08,1925.75,45.00,2.00
19.84,240.30,1930.68,45.00,2.00
19.76,248.66,1935.92,45.00,2.00
19.67,257.16,1941.40,45.00,2.00
19.58,265.83,1947.08,45.00,2.00
19.49,274.75,1952.81,45.00,2.00
19.40,283.93,1958.39,45.00,2.00
19.32,293.35,1963.81,45.00,2.00
19.23,303.00,1969.06,45.00,2.00
19.14,312.76,1974.16,45.00,2.00
19.06,321.95,1978.90,45.00,2.00
18.99,330.45,1983.27,45.00,2.00
18.92,338.26,1987.29,45.00,2.00
18.86,345.39,1990.96,45.00,2.00
18.80,351.88,1994.27,45.00,2.00
18.75,358.13,1997.49,45.00,2.00
18.69,364.20,2000.62,45.00,2.00
18.64,370.10,2003.68,45.00,2.00
18.59,375.82,2006.66,45.00,2.00
18.54,381.37,2009.57,45.00,2.00
18.49,386.72,2012.36,45.00,2.00
18.45,391.90,2015.05,45.00,2.00
18.40,396.89,2017.63,45.00,2.00
18.36,401.69,2020.09,45.00,2.00
18.32,406.04,2022.29,45.00,2.00
18.30,408.36,2023.32,45.00,2.00
18.31,408.38,2023.03,45.00,2.00
18.33,406.11,2021.42,45.00,2.00
18.38,401.54,2018.49,45.00,2.00
18.44,395.00,2014.42,45.00,2.00
18.51,388.40,2010.36,45.00,2.00
18.57,382.03,2006.49,45.00,2.00
18.63,375.91,2002.82,45.00,2.00
18.69,370.03,1999.33,45.00,2.00
18.74,364.37,1996.02,45.00,2.00
18.79,358.84,1992.80,45.00,2.00
18.84,353.43,1989.66,45.00,2.00
18.89,348.14,1986.59,45.00,2.00
18.94,342.96,1983.62,45.00,2.00
18.99,337.91,1980.74,45.00,2.00
19.04,333.05,1977.98,45.00,2.00
19.08,328.40,1975.35,45.00,2.00
19.12,323.95,1972.83,45.00,2.00
19.16,319.71,1970.44,45.00,2.00
19.20,315.68,1968.18,45.00,2.00
19.24,311.88,1966.04,45.00,2.00
19.27,308.32,1964.05,45.00,2.00
19.30,304.99,1962.20,45.00,2.00
19.33,301.90,1960.47,45.00,2.00
19.35,299.03,1958.89,45.00,2.00
19.38,296.32,1957.39,45.00,2.00
19.40,293.75,1955.97,45.00,2.00
19.42,291.33,1954.64,45.00,2.00
19.44,289.05,1953.39,45.00,2.00
19.46,286.84,1952.19,45.00,2.00
19.48,284.28,1950.82,45.00,2.00
19.51,281.29,1949.23,45.00,2.00
19.54,277.89,1947.44,45.00,2.00
19.57,274.07,1945.45,45.00,2.00
19.61,269.92,1943.34,45.00,2.00
19.64,266.01,1941.36,45.00,2.00
19.67,262.43,1939.54,45.00,2.00
19.70,259.18,1937.90,45.00,2.00
19.73,256.27,1936.44,45.00,2.00
19.75,253.66,1935.12,45.00,2.00
19.77,251.19,1933.89,45.00,2.00
19.79,248.85,1932.72,45.00,2.00
19.81,246.62,1931.63,45.00,2.00
19.83,244.51,1930.60,45.00,2.00
19.84,242.54,1929.65,45.00,2.00
19.86,240.81,1928.84,45.00,2.00
19.87,239.33,1928.17,45.00,2.00
19.88,238.11,1927.64,45.00,2.00
19.89,237.15,1927.24,45.00,2.00
19.89,236.44,1926.99,45.00,2.00
19.89,235.99,1926.87,45.00,2.00
19.89,235.80,1926.88,45.00,2.00
21.02,112.34,1863.70,45.00,2.00
20.98,118.93,1865.66,45.00,2.00
20.94,125.01,1867.70,45.00,2.00
20.90,130.60,1869.83,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.31,1874.36,45.00,2.00
20.77,144.46,1876.75,45.00,2.00
20.73,148.36,1879.29,45.00,2.00
20.68,153.19,1882.22,45.00,2.00
20.62,159.15,1885.60,45.00,2.00
20.55,166.23,1889.44,45.00,2.00
20.48,174.44,1893.73,45.00,2.00
20.39,183.61,1898.42,45.00,2.00
20.31,192.73,1903.14,45.00,2.00
20.23,201.61,1907.84,45.00,2.00
20.15,210.28,1912.52,45.00,2.00
20.06,218.73,1917.21,45.00,2.00
19.98,227.00,1921.88,45.00,2.00
19.90,235.39,1926.70,45.00,2.00
19.82,243.95,1931.75,45.00,2.00
19.73,252.69,1937.10,45.00,2.00
19.64,261.61,1942.69,45.00,2.00
19.55,270.73,1948.51,45.00,2.00
19.46,280.14,1954.35,45.00,2.00
19.37,289.83,1960.04,45.00,2.00
19.28,299.78,1965.54,45.00,2.00
19.18,309.99,1970.90,45.00,2.00
19.10,320.35,1976.10,45.00,2.00
19.01,330.22,1981.00,45.00,2.00
18.93,339.49,1985.59,45.00,2.00
18.86,348.17,1989.89,45.00,2.00
18.79,356.25,1993.86,45.00,2.00
18.72,363.78,1997.53,45.00,2.00
18.66,371.11,2001.10,45.00,2.00
18.60,378.30,2004.61,45.00,2.00
18.54,385.34,2008.05,45.00,2.00
18.48,392.23,2011.43,45.00,2.00
18.42,398.99,2014.75,45.00,2.00
18.36,405.70,2018.03,45.00,2.00
18.31,412.36,2021.27,45.00,2.00
18.25,418.98,2024.45,45.00,2.00
18.19,425.56,2027.61,45.00,2.00
18.14,431.81,2030.57,45.00,2.00
18.10,436.03,2032.37,45.00,2.00
18.09,437.94,2032.87,45.00,2.00
18.10,437.54,2032.08,45.00,2.00
18.13,434.83,2029.98,45.00,2.00
18.18,430.17,2026.78,45.00,2.00
18.23,425.65,2023.69,45.00,2.00
18.27,421.61,2020.92,45.00,2.00
18.31,418.06,2018.46,45.00,2.00
18.35,414.99,2016.32,45.00,2.00
18.37,412.34,2014.47,45.00,2.00
18.40,409.85,2012.70,45.00,2.00
18.43,407.47,2010.99,45.00,2.00
18.45,405.20,2009.33,45.00,2.00
18.48,403.04,2007.72,45.00,2.00
18.50,401.00,2006.18,45.00,2.00
18.52,399.15,2004.73,45.00,2.00
18.54,397.50,2003.40,45.00,2.00
18.56,396.06,2002.19,45.00,2.00
18.58,394.83,2001.09,45.00,2.00
18.59,393.80,2000.10,45.00,2.00
18.60,393.04,1999.26,45.00,2.00
18.61,392.54,1998.56,45.00,2.00
18.62,392.30,1998.02,45.00,2.00
18.62,392.32,1997.63,45.00,2.00
18.62,392.60,1997.38,45.00,2.00
18.62,393.06,1997.23,45.00,2.00
18.62,393.68,1997.18,45.00,2.00
18.62,394.48,1997.22,45.00,2.00
18.61,395.45,1997.36,45.00,2.00
18.61,396.51,1997.57,45.00,2.00
18.60,397.23,1997.61,45.00,2.00
18.60,397.54,1997.46,45.00,2.00
18.61,397.43,1997.12,45.00,2.00
18.61,396.90,1996.58,45.00,2.00
18.62,396.05,1995.90,45.00,2.00
18.63,395.46,1995.35,45.00,2.00
18.64,395.21,1994.98,45.00,2.00
18.64,395.31,1994.79,45.00,2.00
18.64,395.76,1994.79,45.00,2.00
18.63,396.52,1994.94,45.00,2.00
18.63,397.41,1995.16,45.00,2.00
18.62,398.40,1995.44,45.00,2.00
18.61,399.48,1995.76,45.00,2.00
18.60,400.65,1996.13,45.00,2.00
18.60,401.90,1996.54,45.00,2.00
18.59,403.12,1996.95,45.00,2.00
18.58,404.27,1997.34,45.00,2.00
18.57,405.37,1997.72,45.00,2.00
18.56,406.41,1998.09,45.00,2.00
18.55,407.40,1998.45,45.00,2.00
18.55,408.32,1998.79,45.00,2.00
18.54,409.19,1999.12,45.00,2.00
21.01,113.79,1864.52,45.00,2.00
20.96,121.10,1866.88,45.00,2.00
20.92,127.19,1868.92,45.00,2.00
20.88,132.05,1870.65,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.84,138.10,1873.13,45.00,2.00
20.82,139.29,1873.90,45.00,2.00
20.82,139.52,1874.43,45.00,2.00
20.80,140.29,1875.12,45.00,2.00
20.79,141.87,1876.08,45.00,2.00
20.77,144.24,1877.28,45.00,2.00
20.74,147.42,1878.73,45.00,2.00
20.71,151.25,1880.39,45.00,2.00
20.68,154.86,1881.96,45.00,2.00
20.65,158.10,1883.41,45.00,2.00
20.63,160.98,1884.73,45.00,2.00
20.61,163.49,1885.92,45.00,2.00
20.59,165.68,1887.00,45.00,2.00
20.57,167.78,1888.06,45.00,2.00
20.55,169.86,1889.12,45.00,2.00
20.53,171.89,1890.17,45.00,2.00
20.51,173.89,1891.22,45.00,2.00
20.49,175.90,1892.28,45.00,2.00
20.47,178.26,1893.44,45.00,2.00
20.45,181.02,1894.72,45.00,2.00
20.42,184.17,1896.12,45.00,2.00
20.39,187.72,1897.64,45.00,2.00
20.36,191.55,1899.23,45.00,2.00
20.34,195.02,1900.63,45.00,2.00
20.31,198.03,1901.82,45.00,2.00
20.29,200.56,1902.77,45.00,2.00
20.28,202.62,1903.51,45.00,2.00
20.27,204.26,1904.04,45.00,2.00
20.26,205.78,1904.52,45.00,2.00
20.25,207.23,1904.99,45.00,2.00
20.24,208.61,1905.43,45.00,2.00
20.23,209.93,1905.86,45.00,2.00
20.22,211.15,1906.26,45.00,2.00
