HYD,IRR,ENV,RCP,MODEL
18.56,395.70,2002.50,45.00,2.00
18.58,394.23,2001.27,45.00,2.00
18.59,392.95,2000.16,45.00,2.00
18.61,391.89,1999.15,45.00,2.00
18.62,391.09,1998.30,45.00,2.00
18.63,390.56,1997.60,45.00,2.00
18.63,390.31,1997.06,45.00,2.00
18.64,390.33,1996.66,45.00,2.00
18.64,390.61,1996.42,45.00,2.00
18.64,391.08,1996.28,45.00,2.00
18.64,391.71,1996.24,45.00,2.00
18.63,392.52,1996.29,45.00,2.00
18.63,393.51,1996.45,45.00,2.00
18.62,394.59,1996.66,45.00,2.00
18.62,395.35,1996.73,45.00,2.00
18.62,395.69,1996.60,45.00,2.00
18.62,395.64,1996.29,45.00,2.00
18.63,395.18,1995.80,45.00,2.00
18.64,394.41,1995.16,45.00,2.00
18.65,393.89,1994.65,45.00,2.00
18.65,393.72,1994.32,45.00,2.00
18.65,393.88,1994.17,45.00,2.00
18.65,394.39,1994.19,45.00,2.00
18.64,395.22,1994.37,45.00,2.00
18.64,396.16,1994.62,45.00,2.00
18.63,397.19,1994.92,45.00,2.00
18.62,398.32,1995.26,45.00,2.00
18.61,399.54,1995.65,45.00,2.00
18.60,400.83,1996.08,45.00,2.00
18.59,402.09,1996.51,45.00,2.00
18.59,403.30,1996.93,45.00,2.00
18.58,404.47,1997.34,45.00,2.00
18.57,405.58,1997.75,45.00,2.00
18.56,406.65,1998.14,45.00,2.00
18.55,407.66,1998.53,45.00,2.00
18.55,408.63,1998.90,45.00,2.00
21.02,112.39,1863.88,45.00,2.00
20.98,119.00,1865.93,45.00,2.00
20.93,125.09,1867.97,45.00,2.00
20.89,130.65,1870.01,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.82,140.22,1874.08,45.00,2.00
20.78,144.24,1876.12,45.00,2.00
20.75,147.93,1878.19,45.00,2.00
20.70,152.28,1880.51,45.00,2.00
20.66,157.45,1883.14,45.00,2.00
20.60,163.46,1886.06,45.00,2.00
20.54,170.29,1889.29,45.00,2.00
20.48,177.81,1892.76,45.00,2.00
20.42,185.22,1896.21,45.00,2.00
20.36,192.36,1899.60,45.00,2.00
20.30,199.24,1902.91,45.00,2.00
20.24,205.86,1906.16,45.00,2.00
20.18,212.26,1909.36,45.00,2.00
20.12,218.70,1912.64,45.00,2.00
20.06,225.24,1916.01,45.00,2.00
20.00,231.86,1919.47,45.00,2.00
19.94,238.57,1923.02,45.00,2.00
19.87,245.39,1926.65,45.00,2.00
19.81,252.41,1930.30,45.00,2.00
19.75,259.64,1934.01,45.00,2.00
19.68,267.07,1937.71,45.00,2.00
19.62,274.71,1941.37,45.00,2.00
19.56,282.46,1944.97,45.00,2.00
19.50,289.74,1948.36,45.00,2.00
19.45,296.45,1951.45,45.00,2.00
19.40,302.60,1954.22,45.00,2.00
19.36,308.20,1956.66,45.00,2.00
19.32,313.28,1958.82,45.00,2.00
19.28,318.21,1960.89,45.00,2.00
19.24,323.03,1962.93,45.00,2.00
19.20,327.76,1964.91,45.00,2.00
19.17,332.39,1966.85,45.00,2.00
19.13,336.91,1968.74,45.00,2.00
19.10,341.29,1970.55,45.00,2.00
19.07,345.52,1972.28,45.00,2.00
19.03,349.61,1973.93,45.00,2.00
19.00,353.56,1975.48,45.00,2.00
18.98,357.21,1976.88,45.00,2.00
18.96,359.64,1977.68,45.00,2.00
18.95,360.70,1977.79,45.00,2.00
18.96,360.39,1977.24,45.00,2.00
18.98,358.72,1976.00,45.00,2.00
19.01,355.87,1974.18,45.00,2.00
19.04,352.96,1972.36,45.00,2.00
19.07,350.19,1970.63,45.00,2.00
19.10,347.55,1969.02,45.00,2.00
19.12,345.03,1967.49,45.00,2.00
19.14,342.61,1966.04,45.00,2.00
19.17,340.06,1964.54,45.00,2.00
19.20,337.33,1962.96,45.00,2.00
19.22,334.42,1961.32,45.00,2.00
19.25,331.35,1959.60,45.00,2.00
19.28,328.12,1957.83,45.00,2.00
19.31,324.94,1956.09,45.00,2.00
19.34,321.84,1954.40,45.00,2.00
19.37,318.80,1952.76,45.00,2.00
19.39,315.83,1951.18,45.00,2.00
19.42,312.94,1949.65,45.00,2.00
19.44,310.18,1948.20,45.00,2.00
19.47,307.56,1946.83,45.00,2.00
19.49,305.07,1945.55,45.00,2.00
19.51,302.73,1944.37,45.00,2.00
19.53,300.52,1943.26,45.00,2.00
19.54,298.40,1942.23,45.00,2.00
19.56,296.39,1941.26,45.00,2.00
19.58,294.48,1940.34,45.00,2.00
19.59,292.66,1939.48,45.00,2.00
19.61,290.89,1938.65,45.00,2.00
19.62,288.88,1937.73,45.00,2.00
19.64,286.57,1936.69,45.00,2.00
19.66,283.96,1935.52,45.00,2.00
19.69,281.06,1934.22,45.00,2.00
19.71,277.93,1932.83,45.00,2.00
19.73,275.03,1931.55,45.00,2.00
19.75,272.42,1930.40,45.00,2.00
19.77,270.09,1929.39,45.00,2.00
19.79,268.06,1928.51,45.00,2.00
19.80,266.28,1927.76,45.00,2.00
19.82,264.48,1927.01,45.00,2.00
19.83,262.62,1926.25,45.00,2.00
19.85,260.70,1925.46,45.00,2.00
19.86,258.72,1924.67,45.00,2.00
19.88,256.69,1923.86,45.00,2.00
19.89,254.65,1923.04,45.00,2.00
19.91,252.60,1922.24,45.00,2.00
19.92,250.55,1921.43,45.00,2.00
19.94,248.49,1920.64,45.00,2.00
19.95,246.43,1919.85,45.00,2.00
19.97,244.37,1919.06,45.00,2.00
19.98,242.30,1918.28,45.00,2.00
21.01,113.73,1864.50,45.00,2.00
20.96,121.02,1866.86,45.00,2.00
20.92,127.10,1868.90,45.00,2.00
20.88,131.99,1870.63,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.84,138.19,1873.16,45.00,2.00
20.82,139.50,1873.96,45.00,2.00
20.81,139.87,1874.52,45.00,2.00
20.80,140.80,1875.27,45.00,2.00
20.78,142.53,1876.26,45.00,2.00
20.76,145.07,1877.51,45.00,2.00
20.73,148.41,1879.00,45.00,2.00
20.70,152.41,1880.70,45.00,2.00
20.67,156.19,1882.32,45.00,2.00
20.64,159.60,1883.80,45.00,2.00
20.62,162.63,1885.14,45.00,2.00
20.59,165.30,1886.36,45.00,2.00
20.57,167.64,1887.47,45.00,2.00
20.55,169.89,1888.55,45.00,2.00
20.54,172.10,1889.61,45.00,2.00
20.52,174.27,1890.67,45.00,2.00
20.50,176.39,1891.71,45.00,2.00
20.48,178.53,1892.76,45.00,2.00
20.46,181.02,1893.91,45.00,2.00
20.43,183.91,1895.18,45.00,2.00
20.41,187.21,1896.57,45.00,2.00
20.38,190.92,1898.08,45.00,2.00
20.35,194.93,1899.66,45.00,2.00
20.32,198.63,1901.09,45.00,2.00
20.30,201.91,1902.32,45.00,2.00
20.28,204.77,1903.35,45.00,2.00
20.26,207.22,1904.18,45.00,2.00
20.25,209.30,1904.84,45.00,2.00
20.23,211.28,1905.47,45.00,2.00
20.22,213.21,1906.07,45.00,2.00
20.21,215.08,1906.67,45.00,2.00
20.19,216.90,1907.25,45.00,2.00
20.18,218.65,1907.81,45.00,2.00
20.17,220.24,1908.30,45.00,2.00
20.16,221.66,1908.71,45.00,2.00
20.16,222.90,1909.04,45.00,2.00
20.15,223.97,1909.30,45.00,2.00
20.14,224.84,1909.47,45.00,2.00
20.14,225.34,1909.47,45.00,2.00
20.15,225.43,1909.28,45.00,2.00
20.15,225.13,1908.90,45.00,2.00
20.16,224.42,1908.34,45.00,2.00
20.17,223.37,1907.63,45.00,2.00
20.18,222.34,1906.93,45.00,2.00
20.19,221.38,1906.29,45.00,2.00
20.20,220.51,1905.71,45.00,2.00
20.21,219.71,1905.17,45.00,2.00
20.22,218.97,1904.69,45.00,2.00
20.23,218.18,1904.18,45.00,2.00
20.24,217.31,1903.66,45.00,2.00
20.24,216.37,1903.10,45.00,2.00
20.25,215.36,1902.52,45.00,2.00
20.26,214.29,1901.93,45.00,2.00
20.27,213.28,1901.36,45.00,2.00
20.28,212.34,1900.83,45.00,2.00
20.29,211.48,1900.32,45.00,2.00
20.30,210.69,1899.86,45.00,2.00
20.31,209.98,1899.43,45.00,2.00
20.31,209.38,1899.04,45.00,2.00
20.32,208.88,1898.70,45.00,2.00
20.32,208.50,1898.41,45.00,2.00
20.33,208.23,1898.16,45.00,2.00
20.33,208.06,1897.96,45.00,2.00
20.33,207.98,1897.80,45.00,2.00
20.33,207.99,1897.67,45.00,2.00
20.34,208.09,1897.58,45.00,2.00
20.34,208.27,1897.52,45.00,2.00
20.34,208.50,1897.49,45.00,2.00
20.34,208.60,1897.41,45.00,2.00
20.34,208.51,1897.27,45.00,2.00
20.34,208.25,1897.08,45.00,2.00
20.35,207.82,1896.84,45.00,2.00
20.35,207.25,1896.55,45.00,2.00
20.35,206.81,1896.32,45.00,2.00
20.36,206.55,1896.14,45.00,2.00
20.36,206.46,1896.04,45.00,2.00
20.36,206.55,1895.99,45.00,2.00
20.36,206.80,1896.01,45.00,2.00
20.36,207.11,1896.05,45.00,2.00
20.36,207.48,1896.10,45.00,2.00
20.35,207.90,1896.18,45.00,2.00
20.35,208.37,1896.27,45.00,2.00
20.35,208.87,1896.38,45.00,2.00
20.35,209.33,1896.47,45.00,2.00
20.34,209.72,1896.54,45.00,2.00
20.34,210.06,1896.60,45.00,2.00
20.34,210.33,1896.64,45.00,2.00
20.34,210.53,1896.66,45.00,2.00
20.34,210.68,1896.66,45.00,2.00
20.34,210.76,1896.65,45.00,2.00
21.01,113.79,1864.52,45.00,2.00
20.96,121.10,1866.88,45.00,2.00
20.92,127.19,1868.92,45.00,2.00
20.88,132.05,1870.65,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.84,138.10,1873.13,45.00,2.00
20.82,139.30,1873.90,45.00,2.00
20.82,139.52,1874.43,45.00,2.00
20.80,140.29,1875.13,45.00,2.00
20.79,141.87,1876.08,45.00,2.00
20.77,144.24,1877.28,45.00,2.00
20.74,147.42,1878.73,45.00,2.00
20.71,151.24,1880.39,45.00,2.00
20.68,154.85,1881.96,45.00,2.00
20.65,158.09,1883.40,45.00,2.00
20.63,160.96,1884.72,45.00,2.00
20.61,163.46,1885.90,45.00,2.00
20.59,165.64,1886.98,45.00,2.00
20.57,167.73,1888.04,45.00,2.00
20.55,169.79,1889.08,45.00,2.00
20.53,171.81,1890.13,45.00,2.00
20.51,173.80,1891.17,45.00,2.00
20.49,175.80,1892.23,45.00,2.00
20.47,178.14,1893.38,45.00,2.00
20.45,180.88,1894.66,45.00,2.00
20.42,184.01,1896.05,45.00,2.00
20.39,187.54,1897.55,45.00,2.00
20.36,191.35,1899.14,45.00,2.00
20.34,194.81,1900.54,45.00,2.00
20.32,197.80,1901.72,45.00,2.00
20.30,200.33,1902.67,45.00,2.00
20.28,202.38,1903.40,45.00,2.00
20.27,204.03,1903.94,45.00,2.00
20.26,205.54,1904.42,45.00,2.00
20.25,206.99,1904.88,45.00,2.00
20.24,208.36,1905.32,45.00,2.00
20.23,209.65,1905.74,45.00,2.00
20.22,210.86,1906.13,45.00,2.00
20.22,211.89,1906.45,45.00,2.00
20.21,212.71,1906.67,45.00,2.00
20.21,213.34,1906.81,45.00,2.00
20.21,213.77,1906.86,45.00,2.00
20.21,213.97,1906.81,45.00,2.00
20.21,213.70,1906.55,45.00,2.00
20.22,212.93,1906.06,45.00,2.00
20.23,211.65,1905.36,45.00,2.00
20.25,209.88,1904.42,45.00,2.00
20.27,207.67,1903.29,45.00,2.00
20.29,205.42,1902.17,45.00,2.00
20.31,203.19,1901.09,45.00,2.00
20.32,200.98,1900.04,45.00,2.00
20.34,198.80,1899.03,45.00,2.00
20.36,196.62,1898.04,45.00,2.00
20.38,194.39,1897.05,45.00,2.00
20.40,192.10,1896.04,45.00,2.00
20.42,189.75,1895.01,45.00,2.00
20.44,187.33,1893.96,45.00,2.00
20.46,184.87,1892.91,45.00,2.00
20.48,182.47,1891.89,45.00,2.00
20.49,180.15,1890.91,45.00,2.00
20.51,177.91,1889.97,45.00,2.00
20.53,175.75,1889.07,45.00,2.00
20.54,173.67,1888.21,45.00,2.00
20.56,171.69,1887.40,45.00,2.00
20.57,169.82,1886.63,45.00,2.00
20.59,168.05,1885.92,45.00,2.00
20.60,166.39,1885.25,45.00,2.00
20.61,164.83,1884.63,45.00,2.00
20.62,163.34,1884.04,45.00,2.00
20.64,161.91,1883.47,45.00,2.00
20.65,160.55,1882.93,45.00,2.00
20.66,159.25,1882.43,45.00,2.00
20.66,157.98,1881.94,45.00,2.00
20.67,156.62,1881.43,45.00,2.00
20.69,155.14,1880.87,45.00,2.00
20.70,153.53,1880.27,45.00,2.00
20.71,151.79,1879.63,45.00,2.00
20.72,149.97,1878.97,45.00,2.00
20.74,148.21,1878.33,45.00,2.00
20.75,146.57,1877.73,45.00,2.00
20.76,145.02,1877.18,45.00,2.00
20.77,143.58,1876.66,45.00,2.00
20.78,142.24,1876.18,45.00,2.00
20.79,140.94,1875.72,45.00,2.00
20.80,139.67,1875.27,45.00,2.00
20.80,138.43,1874.83,45.00,2.00
20.81,137.23,1874.41,45.00,2.00
20.82,136.05,1874.00,45.00,2.00
20.83,134.90,1873.59,45.00,2.00
20.84,133.78,1873.21,45.00,2.00
20.84,132.67,1872.83,45.00,2.00
20.85,131.59,1872.47,45.00,2.00
20.86,130.54,1872.11,45.00,2.00
20.87,129.51,1871.77,45.00,2.00
20.87,128.50,1871.45,45.00,2.00
21.03,111.35,1863.34,45.00,2.00
20.99,117.44,1865.12,45.00,2.00
20.95,123.52,1867.16,45.00,2.00
20.90,129.60,1869.47,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.80,141.80,1874.89,45.00,2.00
20.75,147.95,1877.99,45.00,2.00
20.69,154.26,1881.38,45.00,2.00
20.62,161.34,1885.13,45.00,2.00
20.55,169.31,1889.26,45.00,2.00
20.47,178.16,1893.77,45.00,2.00
20.38,187.89,1898.67,45.00,2.00
20.29,198.38,1903.90,45.00,2.00
20.19,208.84,1909.20,45.00,2.00
20.10,219.13,1914.52,45.00,2.00
20.00,229.27,1919.85,45.00,2.00
19.91,239.24,1925.19,45.00,2.00
19.82,249.10,1930.59,45.00,2.00
19.72,259.09,1936.31,45.00,2.00
19.62,269.25,1942.26,45.00,2.00
19.52,279.58,1948.49,45.00,2.00
19.42,290.11,1955.02,45.00,2.00
19.32,300.83,1961.65,45.00,2.00
19.21,311.81,1968.10,45.00,2.00
19.10,323.03,1974.38,45.00,2.00
19.00,334.50,1980.49,45.00,2.00
18.89,346.19,1986.48,45.00,2.00
18.79,358.00,1992.33,45.00,2.00
18.70,369.30,1997.88,45.00,2.00
18.61,379.98,2003.09,45.00,2.00
18.52,390.05,2007.96,45.00,2.00
18.44,399.49,2012.48,45.00,2.00
18.36,408.38,2016.71,45.00,2.00
18.29,417.07,2020.84,45.00,2.00
18.22,425.62,2024.90,45.00,2.00
18.14,434.03,2028.90,45.00,2.00
18.07,442.30,2032.82,45.00,2.00
18.00,450.46,2036.67,45.00,2.00
17.93,458.64,2040.49,45.00,2.00
17.85,466.87,2044.29,45.00,2.00
17.78,475.15,2048.06,45.00,2.00
17.71,483.47,2051.83,45.00,2.00
17.64,491.53,2055.42,45.00,2.00
17.59,497.42,2057.85,45.00,2.00
17.56,500.82,2058.94,45.00,2.00
17.56,501.73,2058.72,45.00,2.00
17.58,500.16,2057.16,45.00,2.00
17.62,496.49,2054.47,45.00,2.00
17.66,493.01,2051.91,45.00,2.00
17.70,490.11,2049.70,45.00,2.00
17.73,487.78,2047.83,45.00,2.00
17.75,486.01,2046.30,45.00,2.00
17.77,484.75,2045.06,45.00,2.00
17.79,483.56,2043.87,45.00,2.00
17.80,482.38,2042.67,45.00,2.00
17.82,481.22,2041.48,45.00,2.00
17.84,480.06,2040.28,45.00,2.00
17.85,478.94,2039.09,45.00,2.00
17.87,477.98,2037.98,45.00,2.00
17.88,477.22,2036.97,45.00,2.00
17.89,476.64,2036.07,45.00,2.00
17.90,476.25,2035.26,45.00,2.00
17.91,476.05,2034.56,45.00,2.00
17.92,476.07,2033.98,45.00,2.00
17.92,476.31,2033.53,45.00,2.00
17.92,476.77,2033.20,45.00,2.00
17.92,477.45,2033.00,45.00,2.00
17.92,478.34,2032.92,45.00,2.00
17.91,479.40,2032.93,45.00,2.00
17.91,480.62,2033.04,45.00,2.00
17.90,482.00,2033.24,45.00,2.00
17.89,483.54,2033.53,45.00,2.00
17.88,485.18,2033.89,45.00,2.00
17.87,486.57,2034.14,45.00,2.00
17.87,487.66,2034.25,45.00,2.00
17.86,488.45,2034.22,45.00,2.00
17.86,488.93,2034.07,45.00,2.00
17.86,489.18,2033.81,45.00,2.00
17.86,489.69,2033.69,45.00,2.00
17.86,490.53,2033.74,45.00,2.00
17.85,491.71,2033.95,45.00,2.00
17.84,493.22,2034.34,45.00,2.00
17.83,495.03,2034.88,45.00,2.00
17.81,496.97,2035.49,45.00,2.00
17.80,499.01,2036.14,45.00,2.00
17.78,501.15,2036.84,45.00,2.00
17.76,503.39,2037.59,45.00,2.00
17.75,505.71,2038.39,45.00,2.00
17.73,508.02,2039.19,45.00,2.00
17.71,510.30,2040.00,45.00,2.00
17.69,512.55,2040.82,45.00,2.00
17.67,514.78,2041.63,45.00,2.00
17.65,516.98,2042.46,45.00,2.00
17.64,519.16,2043.29,45.00,2.00
17.62,521.30,2044.12,45.00,2.00
21.03,111.39,1863.35,45.00,2.00
20.99,117.51,1865.14,45.00,2.00
20.95,123.59,1867.18,45.00,2.00
20.90,129.65,1869.48,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.80,141.73,1874.87,45.00,2.00
20.75,147.78,1877.95,45.00,2.00
20.69,153.97,1881.30,45.00,2.00
20.62,160.90,1885.01,45.00,2.00
20.55,168.69,1889.09,45.00,2.00
20.47,177.33,1893.54,45.00,2.00
20.39,186.83,1898.38,45.00,2.00
20.29,197.06,1903.54,45.00,2.00
20.20,207.28,1908.77,45.00,2.00
20.11,217.36,1914.05,45.00,2.00
20.02,227.29,1919.34,45.00,2.00
19.92,237.09,1924.66,45.00,2.00
19.83,246.79,1930.04,45.00,2.00
19.74,256.64,1935.77,45.00,2.00
19.64,266.69,1941.75,45.00,2.00
19.54,276.93,1948.02,45.00,2.00
19.43,287.38,1954.64,45.00,2.00
19.33,298.04,1961.38,45.00,2.00
19.22,308.96,1967.95,45.00,2.00
19.11,320.11,1974.34,45.00,2.00
19.01,331.48,1980.56,45.00,2.00
18.90,343.07,1986.67,45.00,2.00
18.80,354.74,1992.64,45.00,2.00
18.71,365.82,1998.27,45.00,2.00
18.62,376.19,2003.50,45.00,2.00
18.53,385.85,2008.33,45.00,2.00
18.46,394.78,2012.77,45.00,2.00
18.38,403.07,2016.86,45.00,2.00
18.31,411.11,2020.83,45.00,2.00
18.24,418.97,2024.70,45.00,2.00
18.18,426.64,2028.50,45.00,2.00
18.11,434.13,2032.20,45.00,2.00
18.04,441.46,2035.81,45.00,2.00
17.98,448.74,2039.36,45.00,2.00
17.91,455.99,2042.87,45.00,2.00
17.85,463.22,2046.32,45.00,2.00
17.78,470.42,2049.72,45.00,2.00
17.72,477.26,2052.92,45.00,2.00
17.69,481.74,2054.84,45.00,2.00
17.67,483.54,2055.32,45.00,2.00
17.69,482.65,2054.36,45.00,2.00
17.73,479.08,2051.95,45.00,2.00
17.79,473.23,2048.32,45.00,2.00
17.85,467.51,2044.78,45.00,2.00
17.90,462.33,2041.55,45.00,2.00
17.95,457.67,2038.64,45.00,2.00
17.99,453.54,2036.06,45.00,2.00
18.03,449.86,2033.76,45.00,2.00
18.07,446.17,2031.46,45.00,2.00
18.11,442.39,2029.11,45.00,2.00
18.15,438.52,2026.71,45.00,2.00
18.19,434.56,2024.27,45.00,2.00
18.23,430.55,2021.79,45.00,2.00
18.27,426.68,2019.42,45.00,2.00
18.30,422.97,2017.15,45.00,2.00
18.34,419.42,2014.98,45.00,2.00
18.37,416.05,2012.92,45.00,2.00
18.41,412.85,2010.97,45.00,2.00
18.44,409.88,2009.15,45.00,2.00
18.46,407.14,2007.49,45.00,2.00
18.49,404.65,2005.96,45.00,2.00
18.51,402.40,2004.58,45.00,2.00
18.53,400.35,2003.33,45.00,2.00
18.55,398.33,2002.12,45.00,2.00
18.57,396.30,2000.92,45.00,2.00
18.59,394.26,1999.75,45.00,2.00
18.61,392.21,1998.60,45.00,2.00
18.63,390.11,1997.45,45.00,2.00
18.65,387.64,1996.12,45.00,2.00
18.68,384.77,1994.61,45.00,2.00
18.71,381.49,1992.90,45.00,2.00
18.74,377.80,1991.00,45.00,2.00
18.78,373.80,1988.95,45.00,2.00
18.81,370.06,1987.05,45.00,2.00
18.84,366.67,1985.34,45.00,2.00
18.87,363.63,1983.81,45.00,2.00
18.89,360.95,1982.47,45.00,2.00
18.91,358.59,1981.30,45.00,2.00
18.93,356.40,1980.23,45.00,2.00
18.95,354.37,1979.25,45.00,2.00
18.97,352.49,1978.34,45.00,2.00
18.98,350.76,1977.51,45.00,2.00
19.00,349.18,1976.76,45.00,2.00
19.01,347.70,1976.09,45.00,2.00
19.02,346.31,1975.48,45.00,2.00
19.03,345.02,1974.95,45.00,2.00
19.04,343.83,1974.48,45.00,2.00
19.05,342.73,1974.08,45.00,2.00
19.05,341.73,1973.77,45.00,2.00
19.06,340.82,1973.51,45.00,2.00
21.02,112.35,1863.70,45.00,2.00
20.98,118.94,1865.65,45.00,2.00
20.94,125.03,1867.69,45.00,2.00
20.90,130.61,1869.83,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.81,140.29,1874.36,45.00,2.00
20.77,144.42,1876.76,45.00,2.00
20.73,148.29,1879.30,45.00,2.00
20.68,153.06,1882.23,45.00,2.00
20.62,158.92,1885.61,45.00,2.00
20.55,165.88,1889.43,45.00,2.00
20.48,173.95,1893.69,45.00,2.00
20.40,182.94,1898.35,45.00,2.00
20.31,191.90,1903.06,45.00,2.00
20.23,200.65,1907.75,45.00,2.00
20.15,209.21,1912.45,45.00,2.00
20.07,217.57,1917.15,45.00,2.00
19.99,225.77,1921.86,45.00,2.00
19.91,234.10,1926.72,45.00,2.00
19.82,242.59,1931.82,45.00,2.00
19.73,251.27,1937.25,45.00,2.00
19.64,260.12,1942.93,45.00,2.00
19.55,269.18,1948.87,45.00,2.00
19.46,278.52,1954.81,45.00,2.00
19.37,288.11,1960.59,45.00,2.00
19.27,297.94,1966.20,45.00,2.00
19.18,308.02,1971.67,45.00,2.00
19.09,318.20,1976.98,45.00,2.00
19.01,327.83,1981.95,45.00,2.00
18.93,336.78,1986.57,45.00,2.00
18.86,345.06,1990.85,45.00,2.00
18.79,352.66,1994.77,45.00,2.00
18.73,359.63,1998.33,45.00,2.00
18.67,366.34,2001.76,45.00,2.00
18.62,372.83,2005.08,45.00,2.00
18.56,379.11,2008.32,45.00,2.00
18.51,385.18,2011.45,45.00,2.00
18.46,391.05,2014.50,45.00,2.00
18.40,396.78,2017.47,45.00,2.00
18.35,402.38,2020.36,45.00,2.00
18.31,407.85,2023.17,45.00,2.00
18.26,413.19,2025.91,45.00,2.00
18.22,418.12,2028.43,45.00,2.00
18.19,420.94,2029.73,45.00,2.00
18.19,421.37,2029.65,45.00,2.00
18.21,419.42,2028.21,45.00,2.00
18.26,415.07,2025.39,45.00,2.00
18.32,408.72,2021.42,45.00,2.00
18.38,402.54,2017.58,45.00,2.00
18.44,396.89,2014.09,45.00,2.00
18.49,391.78,2010.96,45.00,2.00
18.53,387.20,2008.18,45.00,2.00
18.57,383.08,2005.70,45.00,2.00
18.61,378.95,2003.22,45.00,2.00
18.65,374.75,2000.70,45.00,2.00
18.70,370.46,1998.14,45.00,2.00
18.74,366.09,1995.54,45.00,2.00
18.78,361.68,1992.91,45.00,2.00
18.82,357.44,1990.38,45.00,2.00
18.86,353.40,1987.99,45.00,2.00
18.90,349.57,1985.72,45.00,2.00
18.93,345.94,1983.59,45.00,2.00
18.97,342.50,1981.58,45.00,2.00
19.00,339.16,1979.65,45.00,2.00
19.03,335.92,1977.81,45.00,2.00
19.06,332.77,1976.05,45.00,2.00
19.09,329.71,1974.36,45.00,2.00
19.11,326.76,1972.75,45.00,2.00
19.14,323.96,1971.25,45.00,2.00
19.16,321.33,1969.83,45.00,2.00
19.19,318.87,1968.52,45.00,2.00
19.21,316.57,1967.31,45.00,2.00
19.23,314.36,1966.16,45.00,2.00
19.25,311.77,1964.82,45.00,2.00
19.28,308.73,1963.25,45.00,2.00
19.31,305.22,1961.45,45.00,2.00
19.34,301.25,1959.42,45.00,2.00
19.38,296.93,1957.20,45.00,2.00
19.41,292.91,1955.15,45.00,2.00
19.44,289.30,1953.30,45.00,2.00
19.47,286.10,1951.68,45.00,2.00
19.49,283.31,1950.28,45.00,2.00
19.51,280.89,1949.08,45.00,2.00
19.53,278.65,1947.98,45.00,2.00
19.55,276.56,1946.97,45.00,2.00
19.56,274.62,1946.04,45.00,2.00
19.58,272.83,1945.20,45.00,2.00
19.59,271.18,1944.44,45.00,2.00
19.60,269.57,1943.72,45.00,2.00
19.62,267.99,1943.04,45.00,2.00
19.63,266.45,1942.39,45.00,2.00
19.64,264.93,1941.78,45.00,2.00
19.65,263.46,1941.20,45.00,2.00
19.66,262.01,1940.66,45.00,2.00
19.67,260.59,1940.15,45.00,2.00
21.02,112.33,1863.87,45.00,2.00
20.98,118.91,1865.90,45.00,2.00
20.94,124.99,1867.94,45.00,2.00
20.90,130.59,1869.99,45.00,2.00
20.86,135.69,1872.05,45.00,2.00
20.82,140.31,1874.11,45.00,2.00
20.78,144.46,1876.18,45.00,2.00
20.74,148.30,1878.29,45.00,2.00
20.70,152.82,1880.67,45.00,2.00
20.65,158.18,1883.35,45.00,2.00
20.60,164.39,1886.32,45.00,2.00
20.54,171.44,1889.60,45.00,2.00
20.47,179.19,1893.14,45.00,2.00
20.41,186.83,1896.65,45.00,2.00
20.34,194.21,1900.09,45.00,2.00
20.28,201.35,1903.46,45.00,2.00
20.22,208.23,1906.76,45.00,2.00
20.16,214.90,1910.02,45.00,2.00
20.11,221.61,1913.34,45.00,2.00
20.04,228.40,1916.75,45.00,2.00
19.98,235.27,1920.23,45.00,2.00
19.92,242.22,1923.79,45.00,2.00
19.85,249.28,1927.42,45.00,2.00
19.79,256.55,1931.10,45.00,2.00
19.73,264.07,1934.84,45.00,2.00
19.66,271.82,1938.56,45.00,2.00
19.60,279.79,1942.25,45.00,2.00
19.53,287.91,1945.90,45.00,2.00
19.47,295.63,1949.37,45.00,2.00
19.42,302.88,1952.59,45.00,2.00
19.36,309.63,1955.52,45.00,2.00
19.32,315.91,1958.18,45.00,2.00
19.27,321.75,1960.59,45.00,2.00
19.23,327.49,1962.93,45.00,2.00
19.18,333.17,1965.24,45.00,2.00
19.14,338.79,1967.52,45.00,2.00
19.10,344.36,1969.78,45.00,2.00
19.05,349.88,1971.99,45.00,2.00
19.01,355.32,1974.17,45.00,2.00
18.97,360.68,1976.27,45.00,2.00
18.93,365.98,1978.34,45.00,2.00
18.89,371.20,1980.34,45.00,2.00
18.85,376.20,1982.22,45.00,2.00
18.82,380.11,1983.56,45.00,2.00
18.81,382.79,1984.29,45.00,2.00
18.80,384.23,1984.40,45.00,2.00
18.80,384.44,1983.90,45.00,2.00
18.82,383.61,1982.87,45.00,2.00
18.83,382.82,1981.89,45.00,2.00
18.84,382.26,1981.06,45.00,2.00
18.85,381.93,1980.35,45.00,2.00
18.86,381.82,1979.79,45.00,2.00
18.86,381.89,1979.34,45.00,2.00
18.87,381.89,1978.86,45.00,2.00
18.87,381.78,1978.33,45.00,2.00
18.88,381.55,1977.76,45.00,2.00
18.89,381.21,1977.13,45.00,2.00
18.90,380.78,1976.46,45.00,2.00
18.91,380.41,1975.83,45.00,2.00
